Region.hospital,Facility,Dist.to.reg.hosp,tier,Longitude,Latitude ,region,district,xpert,unitID
Tamale Teaching Hospital,Jimle Health Centre,0.370013,6,-0.4828,9.40029,NORTHERN,MION,no,457
Tamale Teaching Hospital,Kukpalgu Health Centre,0.786433,4,-0.14285,9.74632,Northern,Mion,no,458
Tamale Teaching Hospital,Nanton Health Centre,0.181783,4,-0.734217,9.54572,Northern,Nanton,no,459
Tamale Teaching Hospital,Tampion Health Center,0.248731,6,-0.672917,9.57973,Northern,Nanton,no,460
Dambai Health Certre,Bimbilla  District Hospital,0.853712,4,-0.05562,8.85756,Northern,Nanumba North,yes,461
Dambai Health Certre,St. Joseph Clinic & Mat Home - Chamba,0.731544,7,-0.13959,8.69374,Northern,Nanumba North,no,462
Dambai Health Certre,Lungni Health Centre,0.550149,4,-0.005883,8.55431,Northern,Nanumba South,no,463
Dambai Health Certre,Wulensi Polyclinic,0.640919,6,0.002217,8.65275,Northern,Nanumba South,no,464
Tamale Teaching Hospital,Assemblies of God Hospital,0.612647,4,-0.31962,9.70975,Northern,Saboba,yes,465
Tamale Teaching Hospital,Choggu Health Centre,0.0267695,6,-0.86565,9.43133,Northern,Sagnerigu,no,466
Tamale Teaching Hospital,Habana Hospital,0.051901,5,-0.84219,9.4587,Northern,Sagnerigu,no,467
Tamale Teaching Hospital,St Lucy Polyclinic,0.928845,5,-0.014689,9.00734,NORTHERN,Sagnerigu,no,468
Tamale Teaching Hospital,Savelugu District Hospital,0.212667,4,-0.829267,9.61925,Northern,Savelugu,no,469
Tamale Teaching Hospital,Tamale Central Hospital,0.0157117,5,-0.83717,9.40574,Northern,Tamale,yes,470
Tamale Teaching Hospital,Tamale SDA Hospital,0.0224624,5,-0.8318,9.39974,Northern,Tamale,no,471
Tamale Teaching Hospital,Tamale Teaching Hospital,0,3,-0.852735,9.40788,Northern,Tamale,yes,472
Tamale Teaching Hospital,Tamale West Hospital,0.00623933,4,-0.850863,9.40193,Northern,Tamale,no,473
Tamale Teaching Hospital,Tatale District Hospital - Tatale,0.327368,4,-0.528996,9.35927,Northern,Tatale Sanguli,no,474
Tamale Teaching Hospital,UDS Clinic,0.0460949,7,-0.88515,9.37511,Northern,Tolon,no,475
Tamale Teaching Hospital,Yendi District Hospital,0.849572,4,-0.00402,9.44604,Northern,Yendi,yes,476
Tamale Teaching Hospital,Zabzugu District Hospital,1.22575,4,0.36667,9.28333,Northern,Zabzugu,yes,477
Ho Teaching Hospital,Comfort Ofedie Memorial (Nkonya Ahenkro) Health Centre,0.553497,6,0.3277,7.13179,Oti,Biakoye,no,478
Dambai Health Certre,Worawora Hospital,0.554729,4,0.37311,7.5165,Oti,Biakoye,yes,479
Dambai Health Certre,Jasikan District Hospital,0.695341,4,0.46421,7.40142,Oti,Jasikan,yes,480
Dambai Health Certre,Kadjebi Health Centre,0.581105,6,0.47384,7.5338,Oti,Kadjebi,no,481
Dambai Health Certre,St. Mary Theresa Hospital,0.439187,4,0.51014,7.74199,Oti,Kadjebi,yes,482
Dambai Health Certre,Dambai Health Certre,0,3,0.18653,8.03891,Oti,Krachi East,yes,483
Dambai Health Certre,Dormabin Health Centre,0.237237,6,0.30785,7.83504,Oti,Krachi East,no,484
Dambai Health Certre,Katanga (krachi East) Health Centre,0.40771,6,0.33324,7.65851,Oti,Krachi East,no,485
Dambai Health Certre,Tokoruanu Health Centre,0.294943,6,0.31051,7.77129,Oti,Krachi East,no,486
Dambai Health Certre,Banda Health Centre,0.380552,6,-0.0965,8.2933,Oti,Krachi Nchumuru,no,487
Dambai Health Certre,Borae Health Centre,0.250733,6,-0.03478,8.15676,Oti,Krachi Nchumuru,no,488
Dambai Health Certre,Chinderi Health Center,0.35458,4,-0.155623,8.13196,Oti,Krachi Nchumuru,no,489
Dambai Health Certre,Grubi Health Centre,0.38683,6,-0.17542,8.1754,Oti,Krachi Nchumuru,no,490
Dambai Health Certre,St Luke Clinic,0.355525,7,-0.15421,8.14037,Oti,Krachi Nchumuru,no,491
Dambai Health Certre,Krachi West District Hospital,0.345047,4,-0.05729,7.79476,Oti,Krachi West,yes,492
Dambai Health Certre,Kpassa Health Centre,0.474486,4,0.31394,8.49597,Oti,Nkwanta North,yes,493
Dambai Health Certre,Nkwanta Municipal Hospital,0.389574,4,0.50853,8.25819,Oti,Nkwanta South,yes,494
Dambai Health Certre,Nkwanta St. Josephs Hospital,0.39506,5,0.52184,8.24781,Oti,Nkwanta South,no,495
Techiman Holy Family Hospital,Bamboi Health Centre,0.64405,6,-2.03238,8.16515,Savannah,Bole,no,496
St. Anne's Hospital,Bole District Hospital,0.688834,4,-2.4875,9.02744,Savannah,Bole,yes,497
St. Anne's Hospital,Tinga Health Centre,0.64184,6,-2.2243,8.5815,Savannah,Bole,no,498
St. Anne's Hospital,Buipe Polyclinic,0.438668,5,-1.4635,8.78077,Savannah,Central Gonja,no,499
St. Anne's Hospital,Central Gonja District Hospital,0.438668,4,-1.4635,8.78077,Savannah,Central Gonja,yes,500
St. Anne's Hospital,Holistic Medicare,0.435793,7,-1.46467,8.78386,Savannah,Central Gonja,no,501
Dambai Health Certre,Salaga District Hospital,0.871791,4,-0.51437,8.55733,Savannah,East Gonja,yes,502
Tamale Teaching Hospital,Daboya Health Centre,0.545849,6,-1.38479,9.52982,SAVANNAH,NORTH GONJA,no,503
Tamale Teaching Hospital,Lingbinsi Health Centre,0.548926,6,-1.38825,9.52848,Savannah,North Gonja,no,504
Tamale Teaching Hospital,Kpalbe Health Centre,0.414027,4,-0.55531,9.11986,Savannah,North East Gonja,no,505
Upper West Regional Hospital,Good Shepherd Health Centre,0.567618,6,-2.41892,9.49369,Savannah,Sawla-Tuna-Kalba,no,506
St. Anne's Hospital,Sawla-Tuna_Kalba District Hospital,0.635708,4,-2.40191,9.26596,Savannah,Sawla-Tuna-Kalba,yes,507
St. Anne's Hospital,St. Anne's Hospital,0,3,-1.79957,9.06271,Savannah,West Gonja,yes,508
Baptist Hospital,Bawku Presby Hospital,0.55809,4,-0.23324,11.0618,Upper East,Bawku Municipal,yes,509
Baptist Hospital,Timonde Health Centre,0.398605,6,-0.41193,10.9156,Upper East,Bawku West,no,510
Regional Hospital Bolgatanga,Zebilla Hospital,0.409695,4,-0.4733,10.9366,Upper East,Bawku West,yes,511
Baptist Hospital,Binduri Health Centre,0.443345,4,-0.31329,10.9599,Upper East,Binduri,no,512
Regional Hospital Bolgatanga,Zuarungu Health Centre,0.0990212,4,-0.7956,10.8806,Upper East,Bolga East,no,513
Regional Hospital Bolgatanga,Regional Hospital Bolgatanga,0,3,-0.86201,10.8071,Upper East,Bolgatanga Municipal,yes,514
Regional Hospital Bolgatanga,Sherigu Health Centre,0.0725602,6,-0.92323,10.7682,Upper East,Bolgatanga Municipal,no,515
Regional Hospital Bolgatanga,Sumbrungu Health Centre,0.0723812,6,-0.93265,10.8229,Upper East,Bolgatanga Municipal,no,516
Regional Hospital Bolgatanga,Anafobisi Health Centre,0.115987,7,-0.81183,10.9117,Upper East,Bongo,no,517
Regional Hospital Bolgatanga,Bongo Hospital,0.120515,4,-0.80728,10.9145,Upper East,Bongo,yes,518
Regional Hospital Bolgatanga,Bongo Soe Health Centre,0.176423,6,-0.78179,10.9643,Upper East,Bongo,no,519
Regional Hospital Bolgatanga,Dua  Health Centre,0.117427,6,-0.80475,10.9097,Upper East,Bongo,no,520
Regional Hospital Bolgatanga,Namoo Health Centre,0.162068,6,-0.84775,10.9686,Upper East,Bongo,no,521
Regional Hospital Bolgatanga,Vea Health Centre,0.0685304,6,-0.86572,10.8756,Upper East,Bongo,no,522
Regional Hospital Bolgatanga,Zorko Health Centre (New),0.126518,6,-0.908982,10.9246,Upper East,Bongo,no,523
Regional Hospital Bolgatanga,Sandema Hospital,0.424612,4,-1.27928,10.7285,Upper East,Builsa North,yes,524
Regional Hospital Bolgatanga,St. Lucas Hospital,0.430508,6,-1.26623,10.659,Upper East,Builsa North,no,525
Regional Hospital Bolgatanga,Fumbisi Health Centre,0.568102,4,-1.30606,10.4528,Upper East,Builsa South,no,526
Baptist Hospital,Presbyterian Health Centre - Garu,0.379476,4,-0.17806,10.8495,Upper East,Garu,yes,527
Regional Hospital Bolgatanga,War Memorial Hospital,0.241786,4,-1.09059,10.886,Upper East,Kasena Nankana East,yes,528
Regional Hospital Bolgatanga,Chiana Health Centre,0.408433,6,-1.26726,10.858,Upper East,Kasena Nankana West,no,529
Regional Hospital Bolgatanga,Paga Hospital,0.289458,6,-1.10076,10.9708,Upper East,Kasena Nankana West,no,530
Regional Hospital Bolgatanga,Immaculate Conception Health Centre - Kongo,0.154875,6,-0.709321,10.8331,Upper East,Nabdam,no,531
Regional Hospital Bolgatanga,Pelungu Health Centre,0.166747,7,-0.6954,10.8004,Upper East,Nabdam,no,532
Baptist Hospital,Kulungungu Health Centre,0.646057,6,-0.20955,11.1466,Upper East,Pusiga,no,533
Baptist Hospital,Pusiga Health Centre,0.611006,4,-0.1248,11.0812,Upper East,Pusiga,no,534
Regional Hospital Bolgatanga,Datoku Health Centre,0.104574,6,-0.82977,10.7077,Upper East,Talensi,no,535
Regional Hospital Bolgatanga,Duusi Health Centre,0.165785,6,-0.7012,10.7668,Upper East,Talensi,no,536
Regional Hospital Bolgatanga,Talensi District Hospital,0.115246,4,-0.79407,10.7141,Upper East,Talensi,yes,537
Regional Hospital Bolgatanga,Winkongo Health Centre,0.0964256,6,-0.86556,10.7108,Upper East,Talensi,no,538
Baptist Hospital,Basyonde Health Centre,0.586127,6,-0.01454,10.9889,Upper East,Tempane,no,539
Baptist Hospital,Bugri Health Centre,0.505565,4,-0.13476,10.9694,Upper East,Tempane,no,540
Baptist Hospital,Kpikpira CHPS,0.401876,7,-0.08386,10.8061,Upper East,Tempane,no,541
Baptist Hospital,Presbyterian Health Centre - Woriyanga,0.486752,6,-0.05586,10.895,Upper East,Tempane,no,542
Upper West Regional Hospital,Bussie Health Centre,0.434947,4,-2.50068,10.4907,Upper West,Daffiama Bussie Issa,no,543
Upper West Regional Hospital,Daffiama Health Centre,0.373531,6,-2.56187,10.4238,Upper West,Daffiama Bussie Issa,no,544
Upper West Regional Hospital,Fian Health Centre,0.331748,6,-2.46862,10.3862,Upper West,Daffiama Bussie Issa,no,545
Upper West Regional Hospital,Issa Polyclinic,0.369823,6,-2.32807,10.3842,Upper West,Daffiama Bussie Issa,no,546
Upper West Regional Hospital,Kojokperi Health Centre,0.404334,6,-2.23234,10.3605,Upper West,Daffiama Bussie Issa,no,547
Upper West Regional Hospital,Hain Polyclinic,0.639283,4,-2.43668,10.6921,Upper West,Jirapa,no,548
Upper West Regional Hospital,Jirapa Urban Health Centre,0.524336,6,-2.6987,10.5402,Upper West,Jirapa,no,549
Upper West Regional Hospital,St. Joseph's Hospital,0.51773,7,-2.69925,10.5328,Upper West,Jirapa,yes,550
Upper West Regional Hospital,Tizza Health centre,0.586505,6,-2.71667,10.6,Upper West,Jirapa,no,551
Upper West Regional Hospital,Hamile Health Centre,0.971388,6,-2.75299,10.9931,Upper West,Lambussie-Karni,no,552
Upper West Regional Hospital,Lambussie Polyclinic,0.820302,4,-2.71506,10.8468,Upper West,Lambussie-Karni,no,553
Upper West Regional Hospital,Babile Polyclinic,0.583796,4,-2.8465,10.5242,Upper West,Lawra,no,554
Upper West Regional Hospital,Lawra Hospital,0.704892,5,-2.88766,10.6432,Upper West,Lawra,yes,555
Upper West Regional Hospital,St. Martin de Porres Clinic - Eremon,0.676096,7,-2.79286,10.6642,Upper West,Lawra,no,556
Upper West Regional Hospital,Ahmadia (Nadowli) Hospital,0.122018,5,-2.54172,10.1697,Upper West,Nadowli-Kaleo,no,557
Upper West Regional Hospital,Charikpong Health Centre,0.415581,6,-2.78414,10.3572,Upper West,Nadowli-Kaleo,no,558
Upper West Regional Hospital,Jang Health Centre,0.146721,6,-2.45978,10.1974,Upper West,Nadowli-Kaleo,no,559
Upper West Regional Hospital,Kaleo Health Centre,0.125515,6,-2.54686,10.1714,Upper West,Nadowli-Kaleo,no,560
Upper West Regional Hospital,Kaleo Health Centre (Immaculate Conception),0.129279,6,-2.54682,10.1755,Upper West,Nadowli-Kaleo,no,561
Upper West Regional Hospital,Nadowli District Hospital,0.346266,4,-2.65847,10.3626,Upper West,Nadowli-Kaleo,yes,562
Upper West Regional Hospital,Takpo Health Centre,0.219151,6,-2.6503,10.2134,Upper West,Nadowli-Kaleo,no,563
Upper West Regional Hospital,Piiri Health Centre,0.807855,6,-2.80185,10.8043,Upper West,Nandom,no,564
Upper West Regional Hospital,St. Theresa's Hospital - Nandom,0.829547,5,-2.7722,10.8387,Upper West,Nandom,yes,565
Upper West Regional Hospital,Kulfuo Health Centre,0.791187,6,-1.93467,10.6112,Upper West,Sissala East,no,566
Upper West Regional Hospital,Nabulo Health Centre,0.826708,6,-1.79061,10.4835,Upper West,Sissala East,no,567
Upper West Regional Hospital,Tumu Hospital,0.967929,4,-1.98637,10.8774,Upper West,Sissala East,yes,568
Upper West Regional Hospital,Gwollu Health Centre,0.96304,6,-2.21171,10.9752,Upper West,Sissala West,no,569
Upper West Regional Hospital,Gwollu Hospital,0.966578,4,-2.22273,10.9823,Upper West,Sissala West,yes,570
Upper West Regional Hospital,Jeffisi Health Centre,0.750426,6,-2.26815,10.7701,Upper West,Sissala West,no,571
Upper West Regional Hospital,Funsi Health Centre,0.581189,4,-1.96868,10.2956,Upper West,Wa East,no,572
Upper West Regional Hospital,Charia Health Centre,0.156791,6,-2.34146,10.0635,Upper West,Wa Municipal,no,573
Upper West Regional Hospital,Islamic Hospital,0.0294601,5,-2.51439,10.0803,Upper West,Wa Municipal,no,574
Upper West Regional Hospital,Upper West Regional Hospital,0,3,-2.49806,10.0558,Upper West,Wa Municipal,yes,575
Upper West Regional Hospital,Wa Municipal Hospital,0.00246157,5,-2.49868,10.0581,Upper West,Wa Municipal,yes,576
Upper West Regional Hospital,Dorimon Health Centre,0.18818,6,-2.68508,10.0349,Upper West,Wa West,no,577
Upper West Regional Hospital,Gurungu Health Centre,0.375535,6,-2.57117,9.68741,Upper West,Wa West,no,578
Upper West Regional Hospital,Kulkpali Health Centre,0.200769,6,-2.69241,10.1061,Upper West,Wa West,no,579
Upper West Regional Hospital,Lassia Tuolu Health Centre,0.241975,6,-2.60251,9.83749,Upper West,Wa West,no,580
Upper West Regional Hospital,Poyentanga Health Centre,0.192548,6,-2.46372,9.8663,Upper West,Wa West,no,581
Upper West Regional Hospital,Wa West District Hospital,0.295223,4,-2.6839,9.82637,Upper West,Wa West,yes,582
Ho Teaching Hospital,Helekpe Health Centre,0.31876,6,0.54476,6.28796,Volta,Adaklu,no,583
Ho Teaching Hospital,Have Health Centre,0.19983,6,0.3607,6.75781,Volta,Afadzato South,no,584
Ho Teaching Hospital,Logba Vuinta Health Centre,0.322996,6,0.46091,6.92311,Volta,Afadzato South,no,585
Ho Teaching Hospital,Kpetoe Health Centre,0.221425,6,0.700107,6.55038,Volta,Agotime Ziope,no,586
Ho Teaching Hospital,Ziope Health Centre,0.316878,4,0.741863,6.41606,Volta,Agotime Ziope,no,587
Ho Teaching Hospital,Ave-dakpa Health Centre,0.44455,6,0.860996,6.36454,Volta,Akatsi North,no,588
Ho Teaching Hospital,Akatsi District Hospital,0.564729,4,0.80901,6.13877,Volta,Akatsi South,yes,589
Ho Teaching Hospital,Anloga Health Centre,0.901251,4,0.88142,5.79182,Volta,Anloga,no,590
Ho Teaching Hospital,Tegbi Health Centre,0.902466,6,0.971425,5.84112,Volta,Anloga,no,591
Ho Teaching Hospital,Adidome District Hospital,0.528934,4,0.49812,6.07222,Volta,Central Tongu,no,592
Ho Teaching Hospital,Mafi-Kumase Health Centre,0.336835,6,0.5713,6.27551,Volta,Central Tongu,no,593
Ho Teaching Hospital,Ho Municipal Hospital,0.0184522,4,0.46805,6.60926,Volta,Ho,yes,594
Ho Teaching Hospital,Ho Polyclinic,0.0133339,7,0.49621,6.60743,Volta,Ho,no,595
Ho Teaching Hospital,Ho Teaching Hospital,0,3,0.48454,6.60098,Volta,Ho,yes,596
Ho Teaching Hospital,Abutia Agorve Health Centre,0.167271,6,0.36484,6.48414,Volta,Ho West,no,597
Ho Teaching Hospital,Dzologbogame Health Centre,0.174525,6,0.47673,6.77533,Volta,Ho West,no,598
Ho Teaching Hospital,Tsito Health Centre,0.189914,6,0.30134,6.55093,Volta,Ho West,no,599
Ho Teaching Hospital,Hohoe Municipal Hospital,0.556463,5,0.47194,7.1573,VOLTA,HOHOE,yes,600
Ho Teaching Hospital,Volta Regional Hospital,0,5,0.48454,6.60098,Volta,Hohoe,no,601
Ho Teaching Hospital,Keta Municipal Hospital,0.869297,4,0.98164,5.88784,Volta,Keta,yes,602
Ho Teaching Hospital,Sacred Heart (keta) Hospital,0.569377,5,0.52067,6.03275,Volta,Keta,no,603
Ho Teaching Hospital,St Anthony's (Dzodze) Hospital,0.620038,4,0.9894,6.24103,Volta,Ketu North,yes,604
Ho Teaching Hospital,Central Aflao Hospital,0.83939,5,1.1691,6.11523,Volta,Ketu South,no,605
Ho Teaching Hospital,Ketu South District Hospital,0.847133,4,1.18017,6.11752,Volta,Ketu South,yes,606
Ho Teaching Hospital,Kpando Health Centre,0.437646,6,0.29016,6.99309,Volta,Kpando,no,607
Ho Teaching Hospital,Margret Marquart Catholic Hospital,0.438188,4,0.30306,6.99982,Volta,Kpando,yes,608
Ho Teaching Hospital,St Patrick (kpando) Hospital,0.443959,5,0.28696,6.99855,Volta,Kpando,no,609
Ho Teaching Hospital,Anfoega Catholic Hospital,0.34837,4,0.2763,6.88026,Volta,North Dayi,yes,610
Ho Teaching Hospital,Tsrukpe Health Centre,0.284485,6,0.27726,6.79583,Volta,North Dayi,no,611
Ho Teaching Hospital,Vakpo Health Centre,0.325936,6,0.28251,6.85675,Volta,North Dayi,no,612
Ho Teaching Hospital,Battor Catholic Hospital,0.539108,4,0.40179,6.06826,Volta,North Tongu,yes,613
Ho Teaching Hospital,Juapong Health Centre,0.418738,6,0.196773,6.29679,Volta,North Tongu,no,614
Ho Teaching Hospital,Peki Hospital,0.267181,4,0.22599,6.53362,Volta,South Dayi,yes,615
Ho Teaching Hospital,Richard Novarti Memorial Hospital - Sogakope,0.600604,5,0.58854,6.00945,Volta,South Tongu,no,616
Ho Teaching Hospital,Sogakope District Hospital,0.607479,4,0.61525,6.00773,Volta,South Tongu,yes,617
Effia Nkwanta Regional Hospital,Agona Health Centre,0.221349,6,-1.96432,4.89003,Western,Ahanta West,no,618
Effia Nkwanta Regional Hospital,Apowa Health Centre,0.0751342,6,-1.81205,4.88824,Western,Ahanta West,no,619
Effia Nkwanta Regional Hospital,Nana Hima Dekyi Hospital,0.239546,4,-1.94978,4.79799,Western,Ahanta West,yes,620
Effia Nkwanta Regional Hospital,2mrs Military Hospital,0.0608707,5,-1.80568,4.91426,Western,Effia Kwesimintsim,no,621
Effia Nkwanta Regional Hospital,Kwesimintim Hospital,0.0377805,4,-1.78184,4.91288,Western,Effia Kwesimintsim,yes,622
Effia Nkwanta Regional Hospital,New Crystal Hospital,0.0197622,5,-1.74865,4.9035,Western,Effia Kwesimintsim,no,623
Effia Nkwanta Regional Hospital,Sycamore Medical Centre,0.0380117,6,-1.75245,4.88564,Western,Effia Kwesimintsim,no,624
Effia Nkwanta Regional Hospital,Whindo Health Centre,0.067565,6,-1.81212,4.9339,Western,Effia Kwesimintsim,no,625
Effia Nkwanta Regional Hospital,Aiyinase Health Centre,0.729598,6,-2.46504,5.04337,Western,Ellembelle,no,626
Effia Nkwanta Regional Hospital,Asasetre Health Centre,0.610884,6,-2.3479,5.0241,Western,Ellembelle,no,627
Effia Nkwanta Regional Hospital,Esiama Health Centre,0.610031,6,-2.35534,4.93562,Western,Ellembelle,no,628
Effia Nkwanta Regional Hospital,Nana Benie Clinic,0.745007,7,-2.47968,5.0492,Western,Ellembelle,no,629
Effia Nkwanta Regional Hospital,St Martin De Porres (Ellembelle) Hospital,0.725107,4,-2.46933,4.96499,Western,Ellembelle,yes,630
Wiawso Govt Hospital,Elubo Health Centre,0.960327,6,-2.77153,5.28678,Western,Jomoro,no,631
Effia Nkwanta Regional Hospital,Half Assini Government Hospital,1.15156,4,-2.88965,5.05292,Western,Jomoro,yes,632
Effia Nkwanta Regional Hospital,Tikobo No 1 Health Centre,0.955727,6,-2.6922,5.05361,Western,Jomoro,no,633
Effia Nkwanta Regional Hospital,Manso Community Clinic,0.179552,7,-1.83299,5.07976,Western,Mpohor,no,634
Effia Nkwanta Regional Hospital,Axim Government Hospital,0.496465,4,-2.2387,4.86668,Western,Nzema East,yes,635
Effia Nkwanta Regional Hospital,Bamiankor Health Centre,0.431516,6,-2.16667,5.01667,Western,Nzema East,no,636
Effia Nkwanta Regional Hospital,Aboso Health Centre,0.481815,6,-1.93333,5.36667,Western,Prestea-Huni Valley,no,637
Effia Nkwanta Regional Hospital,Bogoso Health Centre,0.702134,6,-2.01971,5.56935,Western,Prestea-Huni Valley,no,638
Effia Nkwanta Regional Hospital,Himan Health Centre,0.659415,6,-2.13672,5.45378,Western,Prestea-Huni Valley,no,639
Effia Nkwanta Regional Hospital,Huni Valley Health Centre,0.574248,6,-1.91329,5.47217,Western,Prestea-Huni Valley,no,640
Effia Nkwanta Regional Hospital,Huniso CHPS,0.556762,7,-2.06017,5.38227,Western,Prestea-Huni Valley,no,641
Effia Nkwanta Regional Hospital,Prestea Government Hospital,0.637309,4,-2.13577,5.42679,Western,Prestea-Huni Valley,yes,642
Effia Nkwanta Regional Hospital,Effia Nkwanta Regional Hospital,0,3,-1.74544,4.923,Western,Sekondi Takoradi Metropolis,yes,643
Effia Nkwanta Regional Hospital,Essikado Hospital,0.038037,5,-1.71486,4.94562,Western,Sekondi Takoradi Metropolis,no,644
Effia Nkwanta Regional Hospital,Holychild  Hospital,0.0199433,6,-1.7548,4.94061,Western,Sekondi Takoradi Metropolis,no,645
Effia Nkwanta Regional Hospital,Nagel Memorial  SDA Hospital,0.0298336,5,-1.76637,4.90174,Western,Sekondi Takoradi Metropolis,no,646
Effia Nkwanta Regional Hospital,New Takoradi Health Center,0.0199287,6,-1.74882,4.90336,Western,Sekondi Takoradi Metropolis,no,647
Effia Nkwanta Regional Hospital,Takoradi Hospital,0.0379938,4,-1.75246,4.88566,Western,Sekondi Takoradi Metropolis,no,648
Effia Nkwanta Regional Hospital,Western Naval Command Medical Centre,0.0402501,7,-1.70755,4.93658,Western,Sekondi Takoradi Metropolis,no,649
Effia Nkwanta Regional Hospital,Shama Health Centre,0.141778,6,-1.63498,5.01188,Western,Shama,no,650
Effia Nkwanta Regional Hospital,St Benedict Hospital,0.0883926,5,-1.68233,4.98489,Western,Shama,no,651
Effia Nkwanta Regional Hospital,Supomu Dunkwa Health Centre,0.221494,6,-1.63067,5.11244,Western,Shama,no,652
Effia Nkwanta Regional Hospital,ABA Hospital,0.467493,5,-1.99114,5.32072,Western,Tarkwa Nsuaem,no,653
Effia Nkwanta Regional Hospital,Apinto Government Hospital,0.451984,5,-1.98638,5.30541,Western,Tarkwa Nsuaem,no,654
Effia Nkwanta Regional Hospital,Benso Health Centre,0.278683,6,-1.88988,5.16133,Western,Tarkwa Nsuaem,no,655
Effia Nkwanta Regional Hospital,Dompim Health Centre,0.404335,6,-2.07594,5.15593,Western,Tarkwa Nsuaem,no,656
Effia Nkwanta Regional Hospital,GMC Hospital,0.428394,5,-1.98207,5.28011,Western,Tarkwa Nsuaem,no,657
Effia Nkwanta Regional Hospital,Iduapriem Health Centre,0.473167,6,-2.0905,5.24676,Western,Tarkwa Nsuaem,no,658
Effia Nkwanta Regional Hospital,New Atuabo Community Clinic,0.461902,7,-1.97677,5.3228,Western,Tarkwa Nsuaem,no,659
Effia Nkwanta Regional Hospital,Nsuaem (Tarkwa Nsuayem) Health Centre,0.294653,6,-2.0289,5.00344,Western,Tarkwa Nsuaem,no,660
Effia Nkwanta Regional Hospital,Redeemer Hospital,0.445849,5,-1.99344,5.29351,Western,Tarkwa Nsuaem,no,661
Effia Nkwanta Regional Hospital,Simpa Health Centre,0.408595,6,-2.10835,5.11074,Western,Tarkwa Nsuaem,no,662
Effia Nkwanta Regional Hospital,Tarkwa Benso Health Centre,0.422305,6,-1.95577,5.2892,Western,Tarkwa Nsuaem,no,663
Effia Nkwanta Regional Hospital,Tarkwa Municipal Hospital,0.452161,4,-1.9863,5.30567,Western,Tarkwa Nsuaem,yes,664
Effia Nkwanta Regional Hospital,Tebrebe Community Clinic,0.446022,7,-2.02832,5.26784,Western,Tarkwa Nsuaem,no,665
Wiawso Govt Hospital,Adjakaa Manso Health Centre,0.270897,6,-2.28547,6.03356,Western,Wassa Amenfi Central,no,666
Wiawso Govt Hospital,Agona (Wassa Amenfi Central) Health Centre,0.309411,6,-2.32082,5.94995,Western,Wassa Amenfi Central,no,667
Wiawso Govt Hospital,Manso Amenfi Health Centre,0.620449,6,-2.25837,5.63233,Western,Wassa Amenfi Central,no,668
Wiawso Govt Hospital,Afransie Health Centre,0.47129,6,-2.12501,5.9133,Western,Wassa Amenfi East,no,669
Wiawso Govt Hospital,El-shiva Clinic,0.689281,7,-2.10223,5.63924,Western,Wassa Amenfi East,no,670
Wiawso Govt Hospital,Holy Angels Clinic,0.689281,7,-2.10223,5.63924,Western,Wassa Amenfi East,no,671
Wiawso Govt Hospital,Mampong (WAE) Health Centre,0.387216,6,-2.14759,6.03364,Western,Wassa Amenfi East,no,672
Effia Nkwanta Regional Hospital,Oppon Valley Health Centre,0.780726,6,-1.84431,5.69744,Western,Wassa Amenfi East,no,673
Wiawso Govt Hospital,Saa Health Centre,0.558144,6,-2.01548,5.91928,Western,Wassa Amenfi East,no,674
Wiawso Govt Hospital,Wassa Akropong Govt Hospital,0.588916,4,-2.0847,5.78299,Western,Wassa Amenfi East,yes,675
Wiawso Govt Hospital,Father Thomas Alan Rooney Memorial Hospital,0.409154,4,-2.43165,5.80186,Western,Wassa Amenfi West,yes,676
Wiawso Govt Hospital,Samartex Hospital,0.594267,5,-2.56414,5.61606,Western,Wassa Amenfi West,no,677
Effia Nkwanta Regional Hospital,Ahmadiyya Mission Hospital,0.22493,4,-1.65779,5.13015,Western,Wassa East,no,678
Cape Coast Teaching Hospital,Akutuase Community Clinic,0.25694,7,-1.48642,5.27415,Western,Wassa East,no,679
Effia Nkwanta Regional Hospital,Akyempim Health Centre,0.563672,6,-1.72553,5.48632,Western,Wassa East,no,680
Cape Coast Teaching Hospital,Ateiku Health Centre,0.607096,6,-1.68961,5.57277,Western,Wassa East,no,681
Cape Coast Teaching Hospital,Atobiase Community Clinic,0.360761,7,-1.55731,5.35319,Western,Wassa East,no,682
Cape Coast Teaching Hospital,Christina Adcock and Son's Christian Hospital,0.601005,5,-1.69124,5.56278,Western,Wassa East,no,683
Effia Nkwanta Regional Hospital,Daboase Health Centre,0.229043,6,-1.6561,5.1339,Western,Wassa East,no,684
Effia Nkwanta Regional Hospital,Dompim Community Clinic,0.195888,7,-1.6753,5.1059,Western,Wassa East,no,685
Effia Nkwanta Regional Hospital,Essaman (Sekyere Krobo) CHPS,0.340614,7,-1.60815,5.23472,Western,Wassa East,no,686
Effia Nkwanta Regional Hospital,Nsadweso CHPS,0.532645,7,-1.71673,5.45487,Western,Wassa East,no,687
Wiawso Govt Hospital,Boinso Health Centre,0.68441,6,-2.72461,5.56173,Western North,Aowin,no,688
Wiawso Govt Hospital,Enchi Government Hospital,0.534484,4,-2.81931,5.78194,Western North,Aowin,yes,689
Goaso Municipal Hospital,Kaase  Health Centre,0.632383,4,-3.15232,6.85936,Western North,Bia East,no,690
Goaso Municipal Hospital,Angela Memorial Catholic Clinic - Yawmatwa,0.662657,7,-3.18358,6.76378,Western North,Bia West,no,691
