Region.hospital,Facility,Dist.to.reg.hosp,tier,Longitude,Latitude ,region,district,xpert,unitID
Goaso Municipal Hospital,Church of Pentecost Clinic,0.327602,7,-2.81154,6.94076,Ahafo,Asunafo North,no,0
Effia Nkwanta Regional Hospital,Church Of Pentecost Clinic (Tarkwa),0.457752,7,-1.99423,5.3079,Western,Tarkwa-Nsuaem,no,0
Ridge Hospital,Civil Service Clinic,0.0114365,7,-0.19631,5.55102,Greater Accra,Korle-Klottey,no,0
REGIONAL HOSPITA KOFORIDUA,Coaltar Health Centre,0.28495,6,-0.47141,5.90874,Eastern,Ayensuano,no,0
Ridge Hospital,Cocoa Clinic,0.0383084,7,-0.235932,5.57164,Greater Accra,Accra Metro,no,0
Ho Teaching Hospital,Comboni Hospital,0.608744,7,0.58532,6.00217,Volta,South Tongu,no,0
Ho Teaching Hospital,Comfort Ofedie Memorial (Nkonya Ahenkro) Health Centre,0.552016,6,0.3277,7.13179,Oti,Biakoye,no,0
Bolgatanga Regional Hospital,Coronation Health Centre,0.0225165,6,-0.85006,10.7884,Upper East,Bolgatanga Municipal,no,0
Effia Nkwanta Regional Hospital,Daboase Health Centre,0.227537,6,-1.6561,5.1339,Western,Wassa East,no,0
Sefwi Wiawso Hospital,Dadieso District Hospital,0.556391,4,-3.03281,6.11772,Western North,Suaman,no,0
Goaso Municipal Hospital,Dadiesoaba Health Centre,0.0975056,6,-2.41999,6.77916,Ahafo,Asutifi South,no,0
Wa Regional Hospital,Daffiama Health Centre,0.339492,6,-2.56187,10.4238,Upper West,Daffiama-Bussie-Issa,no,0
Cape Coast Teaching Hospital,Dago Health Centre,0.465016,6,-0.79708,5.24189,Central,Gomoa West,no,0
Ridge Hospital,Dahom CHPS,0.553301,7,-0.7463,5.4822,Central,Gomoa Central,no,0
Tamale Teaching Hospital,Dalun Health Centre,0.301153,6,-1.00931,9.63016,Northern,Kumbungu,no,0
Dambai Health Centre,Damanko Health Centre,0.623332,6,0.18494,8.68775,Oti,Nkwanta North,no,0
Public Health Zonal Lab3,Dambai Health Centre,1.363592536,3,0.18632,8.06442,Oti,Krachi East,yes,0
St. Anne's Hospital,Damongo Health Centre,0.0231442,6,-1.81202,9.08222,Savannah,West Gonja,no,0
Ridge Hospital,Danfa Health Centre,0.230599,6,-0.15942,5.78939,Greater Accra,La-Nkwantanang-Madina,no,0
Cape Coast Teaching Hospital,Dansame CHPS,0.803291,7,-1.34407,5.9003,Central,Assin North,no,0
Ridge Hospital,Dansoman Polyclinic,0.0612365,4,-0.26004,5.56129,Greater Accra,Ablekuma West,no,0
REGIONAL HOSPITA KOFORIDUA,Danteng Health Centre,0.731569,6,-0.810519,6.5752,Eastern,Kwahu West,no,0
Holy Family Hospital,Danyame Health Centre,0.308078,6,-2.17767,7.80552,Bono,Wenchi,no,0
Wa Regional Hospital,Dapuori Health Centre,0.799997,6,-2.6527,10.8758,Upper West,Lambussie,no,0
Ridge Hospital,Darbem Clinic,0.202778,7,-0.03603,5.6831,Greater Accra,Ashaiman,no,0
REGIONAL HOSPITA KOFORIDUA,Darmang CHPS,0.245282,7,-0.36145,5.87462,Eastern,Nsawam-Adoagyiri,no,0
Ridge Hospital,Dasum CHPS,0.383957,7,-0.58258,5.57415,Central,Gomoa East,no,0
Bolgatanga Regional Hospital,Datoku Health Centre,0.104903,6,-0.82977,10.7077,Upper East,Talensi,no,0
Ridge Hospital,Dawa CHPS,0.577013,7,0.2918,5.8659,Greater Accra,Ningo Prampram,no,0
Ridge Hospital,Dawhenya North CHPS,0.325682,7,0.05434,5.76708,Greater Accra,Ningo Prampram,no,0
Sefwi Wiawso Hospital,Dawurampong CHPS,0.702359,7,-2.02563,5.68485,Western,Wassa Amenfi East,no,0
Cape Coast Teaching Hospital,Dawurampong Polyclinic,0.561854,5,-0.7873,5.43496,Central,Gomoa West,no,0
Sunyani Regional Hospital,Debibi Health Center,0.192718,6,-2.32359,7.53756,Bono,Tain,no,0
REGIONAL HOSPITA KOFORIDUA,Dedeso CHPS,0.512584,7,-0.289259,6.60822,Eastern,Fanteakwa North,no,0
REGIONAL HOSPITA KOFORIDUA,Densuano Health Center,0.0384755,6,-0.287624,6.0731,Eastern,New Juaben South,no,0
Baptist Hospital,Denugu CHPS,0.424903,7,-0.17751,10.9006,Upper East,Garu,no,0
Sunyani Regional Hospital,Derma Health Centre,0.389892,6,-1.94901,7.20855,Ahafo,Tano South,no,0
Effia Nkwanta Regional Hospital,Diabene CHPS,0.0368007,7,-1.75046,4.96057,Western,Sekondi-Takoradi,no,0
Sefwi Wiawso Hospital,Diaso Health Centre,0.413432,7,-2.09091,6.09157,Central,Upper Denkyira West,no,0
Sefwi Wiawso Hospital,Divine Love Hospital,0.293137,5,-2.3168,6.45597,Western North,Bibiani-Anhwiaso-Bekwai,no,0
Ridge Hospital,Djankrom Health Centre,0.28181,6,-0.35,5.8,Eastern,Nsawam-Adoagyiri,no,0
Ridge Hospital,Dobro Elshadai CHPS,0.255516,7,-0.33602,5.77773,Eastern,Nsawam-Adoagyiri,no,0
Sefwi Wiawso Hospital,Dokoto Junction CHPS,0.510675,7,-2.19605,5.79506,Western,Wassa Amenfi East,no,0
REGIONAL HOSPITA KOFORIDUA,Dokrokyiwa Health Centre,0.307465,6,-0.5149,5.92895,Eastern,Ayensuano,no,0
Ridge Hospital,Dom Sampaman CHPS,0.229077,7,-0.3657,5.7191,Greater Accra,Ga West,no,0
Cape Coast Teaching Hospital,Domama CHPS,0.424188,7,-1.57134,5.36983,Western,Wassa East,no,0
Ridge Hospital,Dome RCH Clinic,0.10492,7,-0.24128,5.65812,Greater Accra,Ga East,no,0
Holy Family Hospital,Domeabra CHPS,0.462486,7,-1.54137,7.37572,Western,Techiman North,no,0
Cape Coast Teaching Hospital,Domeabra CHPS Zone,0.655876,7,-0.9115,5.6707,Central,Asikuma-Odoben-Brakwa,no,0
Goaso Municipal Hospital,Dominase CHPS,0.249703,7,-2.71893,6.94577,Western,Asunafo North,no,0
Goaso Municipal Hospital,Dominase CHPS,0.249703,7,-2.71893,6.94577,Western,Asunafo North,no,0
Cape Coast Teaching Hospital,Dominase Health Centre,0.287883,6,-1.0943,5.3513,Central,Mfantsiman,no,0
Komfo Anokye Teaching Hospital,Dominase SDA Hospital,0.175169,5,-1.65523,6.52455,Ashanti,Bekwai,no,0
Effia Nkwanta Regional Hospital,Dompim Health Centre,0.404361,6,-2.07594,5.15593,Western,Tarkwa-Nsuaem,no,0
Komfo Anokye Teaching Hospital,Dompoase CHPS,0.39754,7,-1.53275,6.3121,Western,Adansi North,no,0
Bolgatanga Regional Hospital,Doninga Health Centre,0.595461,6,-1.42715,10.6204,Upper East,Builsa South,no,0
Wa Regional Hospital,Dorimon Health Centre,0.173394,6,-2.68508,10.0349,Upper West,Wa West,no,0
Sunyani Regional Hospital,Dormaa Akwamu Health Centre,0.423993,7,-2.73729,7.31711,Bono,Dormaa East,no,0
Sunyani Regional Hospital,Dormaa East District Hospital,0.387164,4,-2.69938,7.30573,Bono,Dormaa East,no,0
Sunyani Regional Hospital,Dormaa Presby Hosp,0.55857,4,-2.86854,7.2763,Bono,Dormaa Municipal,no,0
Goaso Municipal Hospital,Dormaa West District Hospital,0.611547,4,-3.0862,7.01987,Bono,Dormaa West,no,0
Dambai Health Centre,DR BAWIAH MEMORIA HOSPITAL,0.358515,5,-0.05287,7.79736,Oti,Krachi West,no,0
Sunyani Regional Hospital,Drobo Polyclinic,0.534627,5,-2.7876,7.59354,Bono,Jaman South,no,0
Sunyani Regional Hospital,Drobo St Mary Hospital,0.529281,4,-2.78549,7.58599,Bono,Jaman South,no,0
Holy Family Hospital,Dromankese Health Centre,0.39344,6,-1.56124,7.70912,Bono East,Nkoranza North,no,0
Bolgatanga Regional Hospital,Dua  Health Centre,0.117018,6,-0.80475,10.9097,Upper East,Bongo,no,0
Sunyani Regional Hospital,Duadaso Health Centre,0.642003,6,-2.63413,7.90169,Bono,Jaman North,no,0
Sunyani Regional Hospital,Duayaw Nkwanta Health Centre,0.262629,6,-2.11267,7.17669,Ahafo,Tano North,no,0
Sunyani Regional Hospital,Duayaw Nkwanta St John Of God Hospital,0.275751,4,-2.0967,7.17559,Ahafo,Tano North,no,0
REGIONAL HOSPITA KOFORIDUA,Duffor Health Centre,0.538651,6,0.28125,6.08155,Greater Accra,Shai-Osudoku,no,0
Komfo Anokye Teaching Hospital,Dunkwa Municipal Hospital,0.749352,4,-1.77618,5.96298,Central,Upper Denkyira East,yes,0
Bolgatanga Regional Hospital,Duusi Health Centre,0.165762,6,-0.7012,10.7668,Upper East,Talensi,no,0
Wa Regional Hospital,Duwie CHPS,0.66952,7,-2.22886,10.69,Upper West,Sissala West,no,0
REGIONAL HOSPITA KOFORIDUA,Dwenease Health Centre,0.438848,6,-0.696,6.09089,Eastern,Denkyembour,no,0
REGIONAL HOSPITA KOFORIDUA,Dzamam CHPS,0.269065,7,-0.1003,6.31523,Eastern,Upper Manya-Krobo,no,0
Ho Teaching Hospital,Dzologbogame Health Centre,0.173119,6,0.47681,6.77545,Volta,Ho West,no,0
Ho Teaching Hospital,Dzolokpuita Health Centre,0.186456,6,0.44485,6.7847,Volta,Ho West,no,0
Ridge Hospital,E-Land Clinic,0.288111,7,-0.35112,5.80674,Eastern,Nsawam-Adoagyiri,no,0
National Public Health Lab,REGIONAL HOSPITA KOFORIDUA,0.560286,3,-0.25719,6.09664,Eastern,New Juaben South,yes,0
Dambai Health Centre,ECG Hospital,0.436563,5,0.016667,8.46667,Northern,Kpandai,no,0
Ridge Hospital,Eden Family Hospital,0.0356169,5,-0.229324,5.58055,Greater Accra,Accra Metro,no,0
Effia Nkwanta Regional Hospital,Effia CHPS,0.0165049,7,-1.76077,4.92722,Western,Effia-Kwesimintsim,no,0
Public Health Zonal Lab2,Effia Nkwanta Regional Hospital,0.0400275,3,-1.74453,4.92425,Western,Sekondi-Takoradi,yes,0
Komfo Anokye Teaching Hospital,Effiduase Government Hospital,0.279099,5,-1.39359,6.84743,Ashanti,Sekyere East,no,0
REGIONAL HOSPITA KOFORIDUA,Effiduase Oguaa CHPS,0.0193812,7,-0.273236,6.10751,Eastern,New Juaben North,no,0
Cape Coast Teaching Hospital,Efutu Health Centre,0.425285,6,-1.32238,5.52108,Central,Cape Coast,no,0
Wa Regional Hospital,Eggu Health Centre,0.162905,7,-2.67158,10.1458,Upper West,Wa West,no,0
REGIONAL HOSPITA KOFORIDUA,Ehiamankyene (fanteakwa) CHPS,0.238706,7,-0.32031,6.32685,Eastern,Fanteakwa South,no,0
Komfo Anokye Teaching Hospital,Ejisu Government Hospital,0.160667,4,-1.4702,6.72106,Ashanti,Ejisu,no,0
Holy Family Hospital,Ejura Government Hospital,0.617897,4,-1.37042,7.37165,Ashanti,Ejura-Sekyedumase,no,0
Cape Coast Teaching Hospital,Ekon CHPS,0.0345995,7,-1.2709,5.12117,Central,Cape Coast,no,0
REGIONAL HOSPITA KOFORIDUA,Ekoso  CHPS,0.506299,7,-0.72612,5.90574,Eastern,West Akim,no,0
REGIONAL HOSPITA KOFORIDUA,Ekoso CHPS,0.479592,7,-0.68333,6.31667,Eastern,Atiwa West,no,0
Cape Coast Teaching Hospital,Ekwamase CHPS,0.346848,7,-1.0872,5.41449,Central,Ajumako-Enyan-Essiam,no,0
Ridge Hospital,Ekwamkrom CHPS,0.498391,7,-0.69449,5.51027,Central,Gomoa Central,no,0
REGIONAL HOSPITA KOFORIDUA,Ekye Presby Health Centre,0.704086,6,-0.50408,6.75602,Eastern,Kwahu Afram Plains South,no,0
Cape Coast Teaching Hospital,Elmina Polyclinic,0.107313,4,-1.34826,5.0985,Central,Komenda-Edna-Eguafo-Abirem,no,0
Sefwi Wiawso Hospital,Elubo Health Centre,0.972353,6,-2.77153,5.28678,Western,Jomoro,no,0
Sefwi Wiawso Hospital,Enchi Government Hospital,0.547783,4,-2.81931,5.78194,Western North,Aowin,yes,0
Cape Coast Teaching Hospital,Enyanmaim Community Clinic,0.306824,7,-1.01756,5.31384,Central,Ajumako-Enyan-Essiam,no,0
Effia Nkwanta Regional Hospital,Enyinabrim CHPS,0.490235,7,-1.63737,5.40263,Western,Wassa East,no,0
REGIONAL HOSPITA KOFORIDUA,Enyiresi Hospital,0.473881,4,-0.58676,6.43715,Eastern,Atiwa East,yes,0
Wa Regional Hospital,Eremon Health Centre,0.638636,6,-2.79286,10.6642,Upper West,Lawra,no,0
Sefwi Wiawso Hospital,Esaase CHPS,0.753008,7,-1.81513,5.8724,Central,Upper Denkyira East,no,0
Cape Coast Teaching Hospital,Eshiem CHPS,0.557116,7,-0.84776,5.49821,Central,Gomoa West,no,0
Cape Coast Teaching Hospital,Eshiem CHPS,0.557116,7,-0.84776,5.49821,Central,Gomoa West,no,0
Effia Nkwanta Regional Hospital,Esiama Health Centre,0.610916,6,-2.35534,4.93562,Western,Ellembelle,no,0
REGIONAL HOSPITA KOFORIDUA,Essam CHPS,0.724556,7,-0.97741,6.01749,Eastern,Birim Central,no,0
Goaso Municipal Hospital,Essam gov. Hospital,0.604318,4,-3.10494,6.67188,Western North,Bia West,yes,0
Goaso Municipal Hospital,Essam Health Centre,0.607724,6,-3.10694,6.66527,Western North,Bia West,no,0
Effia Nkwanta Regional Hospital,Essamankakraba CHPS,0.48074,7,-1.98475,5.34067,Western,Tarkwa-Nsuaem,no,0
Effia Nkwanta Regional Hospital,Essikado Hospital,0.0365648,5,-1.71486,4.94562,Western,Sekondi-Takoradi,no,0
Effia Nkwanta Regional Hospital,Essipong CHPS,0.046401,7,-1.7268,4.96713,Western,Sekondi-Takoradi,no,0
Cape Coast Teaching Hospital,Essuakyir CHPS,0.0624918,7,-1.27857,5.15363,Central,Cape Coast,no,0
Cape Coast Teaching Hospital,Essuehyia Health Centre,0.405183,6,-0.88998,5.3059,Central,Ekumfi,no,0
Ridge Hospital,Essuekyir CHPS,0.48905,7,-0.64891,5.37092,Central,Efutu,no,0
Effia Nkwanta Regional Hospital,Essuoso CHPS,0.331196,7,-1.93238,5.19702,Western,Tarkwa-Nsuaem,no,0
Effia Nkwanta Regional Hospital,Etsii Fawomanye CHPS,0.443406,7,-1.7892,5.3654,Central,Ajumako-Enyan-Essiam,no,0
Cape Coast Teaching Hospital,Ewim Polyclinic,0.00924536,5,-1.24687,5.11084,Central,Cape Coast,no,0
Cape Coast Teaching Hospital,Eyisam CHPS,0.351924,7,-0.93706,5.28092,Central,Ekumfi,no,0
Ridge Hospital,Faith Mission Hospital,0.0492945,5,-0.245025,5.57933,Greater Accra,Accra Metro,no,0
Bolgatanga Regional Hospital,Fame (yiezesi) Health Centre,0.864453,6,-1.52641,10.2547,North East,Mamprugu-Moagduri,no,0
Sefwi Wiawso Hospital,Father Thomas Alan Rooney Memorial Hospital,0.417594,4,-2.43165,5.80186,Western,Wassa Amenfi West,yes,0
Goaso Municipal Hospital,Fawohoyeden Health Centre,0.08674,7,-2.57282,6.7375,Ahafo,Asunafo North,no,0
Ridge Hospital,Fetteh CHPS,0.303106,7,-0.46726,5.42144,Central,Gomoa East,no,0
Wa Regional Hospital,Fian Health Centre,0.303585,6,-2.46862,10.3862,Upper West,Daffiama-Bussie-Issa,no,0
Sunyani Regional Hospital,Fiapre Health Center,0.0370521,6,-2.3467,7.3629,Bono,Sunyani West,no,0
Ridge Hospital,Finney Hospital,0.157371,5,-0.3557,5.54988,Greater Accra,Ga South,no,0
Ridge Hospital,Fire Medical Centre,0.0343464,7,-0.21665,5.53283,Greater Accra,Accra Metro,no,0
Komfo Anokye Teaching Hospital,Foase Health Centre,0.136134,6,-1.75124,6.63751,Ashanti,Atwima Kwanwoma,no,0
Ho Teaching Hospital,Fodome Ahor Health Centre,0.487752,6,0.55947,7.08445,Volta,Hohoe,no,0
Komfo Anokye Teaching Hospital,Fomena Health Centre,0.434582,4,-1.50856,6.28026,Ashanti,Adansi North,no,0
REGIONAL HOSPITA KOFORIDUA,Forifori Health Centre,0.745107,6,-0.32538,6.83862,Eastern,Kwahu Afram Plains South,no,0
Cape Coast Teaching Hospital,Fosuansa CHPS,0.621607,7,-1.01667,5.68333,Central,Asikuma-Odoben-Brakwa,no,0
Ridge Hospital,Fotobi CHPS,0.260068,7,-0.267873,5.81291,Eastern,Nsawam-Adoagyiri,no,0
Sunyani Regional Hospital,Fountain Care Hospital,0.719121,5,-2.69619,7.95436,Bono,Jaman North,no,0
Ridge Hospital,Frafraha Health Centre,0.160125,6,-0.15992,5.71751,Greater Accra,Adentan,no,0
Cape Coast Teaching Hospital,Frami Health Centre,0.242942,6,-1.37117,5.30881,Central,Twifo-Hemang Lower Denkyira,no,0
Ho Teaching Hospital,Frankadua Clinic,0.416465,7,0.16667,6.33333,Eastern,Asuogyaman,no,0
Tamale Teaching Hospital,Fufulso Health Center,0.518785,6,-1.2672,9.12436,Savannah,Central Gonja,no,0
Bolgatanga Regional Hospital,Fumbisi Health Centre,0.568474,4,-1.30606,10.4528,Upper East,Builsa South,no,0
Ho Teaching Hospital,Fume Health Centre,0.283055,6,0.42027,6.87818,Volta,Ho West,no,0
Komfo Anokye Teaching Hospital,Fumso Health Centre,0.61444,6,-1.44854,6.11048,Ashanti,Adansi Asokwa,no,0
Wa Regional Hospital,Funsi Health Centre,0.588664,4,-1.97081,10.2997,Upper West,Wa East,no,0
Wa Regional Hospital,Ga Health Centre,0.248318,6,-2.76616,10.1171,Upper West,Wa West,no,0
Ridge Hospital,Ga North Municipal Hospital,0.122041,4,-0.277823,5.65519,Greater Accra,Ga North,no,0
Ridge Hospital,Ga West Municipal Hospital,0.172442,4,-0.2996,5.7021,Greater Accra,Ga West,yes,0
Baptist Hospital,Gagbiri CHPS,0.511212,7,-0.13591,10.9763,Upper East,Tempane,no,0
Ho Teaching Hospital,Galo-sota Health Centre,0.781726,6,0.710276,5.8541,Volta,Anloga,no,0
Goaso Municipal Hospital,Gambia Health Centre,0.264961,6,-2.63569,7.03774,Ahafo,Asutifi North,no,0
Bolgatanga Regional Hospital,Gambibgo Health Centre,0.0576869,6,-0.84047,10.754,Upper East,Bolgatanga East,no,0
Cape Coast Teaching Hospital,Gangan CHPS,0.691419,7,-1.43777,5.76649,Central,Assin North,no,0
Baptist Hospital,Garu Health Centre,0.379476,4,-0.17806,10.8495,Upper East,Garu,yes,0
Wa Regional Hospital,Gbankor CHPS,0.205412,7,-2.52427,10.2923,Upper West,Nadowli-Kaleo,no,0
Baptist Hospital,Gbantango Health Centre,0.341887,7,-0.50986,10.8297,Upper East,Bawku West,no,0
Sefwi Wiawso Hospital,Gbc Awaso Hospital,0.208893,5,-2.28031,6.25686,Western North,Bibiani-Anhwiaso-Bekwai,no,0
Bolgatanga Regional Hospital,Gbedema CHPS,0.51759,7,-1.32254,10.5716,Upper East,Builsa South,no,0
Ridge Hospital,Gbetsile CHPS,0.281535,7,-0.00887,5.76999,Greater Accra,Kpone-Katamanso,no,0
Ho Teaching Hospital,Gbi-wegbe Health Centre,0.509491,6,0.45891,7.11135,Volta,Hohoe,no,0
Baptist Hospital,Gbingbani Health Centre,0.262722,6,-0.11654,10.4365,North East,Yunyoo-Nasuan,no,0
Ho Teaching Hospital,Gbledi Gbogame Health Centre,0.436222,6,0.55921,7.03227,Volta,Hohoe,no,0
REGIONAL HOSPITA KOFORIDUA,GCD Hospital,0.553731,5,-0.80719,6.03247,Eastern,Denkyembour,no,0
Ridge Hospital,Ghana Post Clinic,0.0222292,7,-0.20811,5.54199,Greater Accra,Accra Metro,no,0
Wa Regional Hospital,Gindabuo Health Centre,0.699085,6,-2.61548,9.39445,Savannah,Sawla-Tuna-Kalba,no,0
Effia Nkwanta Regional Hospital,GMC Hospital,0.427857,5,-1.98207,5.28011,Western,Tarkwa-Nsuaem,no,0
Public Health Zonal Lab1,Goaso Municipal Hospital,0.890828357,3,-2.51479,6.80197,Ahafo,Asunafo North,yes,0
Tamale Teaching Hospital,God Cares Community Hospital,0.0886838,7,-0.911515,9.40396,Northern,Sagnarigu,no,0
REGIONAL HOSPITA KOFORIDUA,Gojiase CHPS,0.195566,7,-0.443453,6.03704,Eastern,Suhum,no,0
Sunyani Regional Hospital,Goka Health Centre,0.536653,6,-2.65616,7.75868,Bono,Jaman North,no,0
Cape Coast Teaching Hospital,Gold Coast Camp CHPS,0.77661,7,-1.27587,5.87947,Central,Assin North,no,0
Sunyani Regional Hospital,Gonasua Health Centre,0.563127,6,-2.82208,7.58836,Bono,Jaman South,no,0
Baptist Hospital,Goore Health Centre,0.509481,7,-0.26605,11.0193,Upper East,Binduri,no,0
Bolgatanga Regional Hospital,Gorogo Health Centre,0.108867,6,-0.84449,10.7001,Upper East,Talensi,no,0
Effia Nkwanta Regional Hospital,GPHA Hospital,0.0362586,5,-1.75146,4.88866,Western,Sekondi-Takoradi,no,0
Dambai Health Centre,Grubi Health Centre,0.378381,6,-0.17542,8.1754,Oti,Krachi Nchumuru,no,0
Wa Regional Hospital,Gurungu Health Centre,0.402834,6,-2.57117,9.68741,Upper West,Wa West,no,0
Baptist Hospital,Gushiegu District Hospital,0.609275,4,-0.214457,9.92948,Northern,Gushiegu,no,0
Effia Nkwanta Regional Hospital,Gwira Banso CHPS,0.533434,7,-2.24084,5.11977,Western,Nzema East,no,0
Wa Regional Hospital,Gwollu Hospital,0.943353,4,-2.22292,10.9824,Upper West,Sissala West,no,0
REGIONAL HOSPITA KOFORIDUA,Gyadam CHPS,0.793135,7,-1.03333,5.93333,Eastern,Birim Central,no,0
REGIONAL HOSPITA KOFORIDUA,Gyaha Health Centre,0.715442,6,-0.97164,6.05897,Eastern,Akyemansa,no,0
REGIONAL HOSPITA KOFORIDUA,Gyakiti Clinic,0.443748,7,0.06667,6.4,Eastern,Asuogyaman,no,0
Ridge Hospital,Gyangyanadze CHPS,0.412606,7,-0.57662,5.39634,Central,Efutu,no,0
Komfo Anokye Teaching Hospital,Gyasikrom Health Centre,0.334845,6,-1.47333,6.4014,Ashanti,Bekwai,no,0
Sunyani Regional Hospital,Gyedu Health Centre,0.276522,6,-2.3248,7.06875,Ahafo,Asutifi North,no,0
Sefwi Wiawso Hospital,Gyedua CHPS,0.453795,7,-2.19899,5.86383,Western,Wassa Amenfi East,no,0
Wa Regional Hospital,Hain Polyclinic,0.610816,4,-2.43668,10.6921,Upper West,Jirapa,no,0
Effia Nkwanta Regional Hospital,Half Assini Government Hospital,1.15233,4,-2.88965,5.05292,Western,Jomoro,yes,0
Wa Regional Hospital,Hamile Health Centre,0.935714,6,-2.75299,10.9931,Upper West,Lambussie,no,0
Ridge Hospital,Hanson Memorial Medical Centre,0.0750677,7,-0.27112,5.58234,Greater Accra,Ablekuma North,no,0
Ho Teaching Hospital,Have Health Centre,0.198473,6,0.3611,6.75798,Volta,Afadjato South,no,0
REGIONAL HOSPITA KOFORIDUA,Hawa Memorial Saviour Hospital,0.231192,5,-0.42746,6.25303,Eastern,Abuakwa North,no,0
Effia Nkwanta Regional Hospital,Health Plus (+) Clinic,0.434098,7,-2.00261,5.2733,Western,Tarkwa-Nsuaem,no,0
Ho Teaching Hospital,Helekpe Health Centre,0.119176,6,0.48333,6.48333,Volta,Adaklu,no,0
Cape Coast Teaching Hospital,Hemang Health Centre,0.500061,4,-1.53308,5.50958,Central,Twifo-Hemang Lower Denkyira,no,0
Ridge Hospital,Hill Top Clinic,0.112225,7,-0.299714,5.6113,Western,Ga Central,no,0
Effia Nkwanta Regional Hospital,Himan Health Centre,0.655966,6,-2.13396,5.45211,Western,Prestea-Huni Valley,no,0
Cape Coast Teaching Hospital,Hini CHPS,0.247026,7,-1.01428,5.20156,Central,Mfantsiman,no,0
Ho Teaching Hospital,Hlefi Health Centre,0.160433,6,0.37619,6.72089,Volta,Ho West,no,0
National Public Health Lab,Ho Teaching Hospital,1.28039,3,0.48446,6.6025,Volta,Ho,yes,0
Ho Teaching Hospital,Ho Polyclinic,0.00825921,7,0.49271,6.60289,Volta,Ho,no,0
Ridge Hospital,Hobats Clinic,0.0555236,7,-0.231773,5.60686,Greater Accra,Accra Metro,no,0
Ho Teaching Hospital,Hohoe (RCH) Clinic,0.546765,7,0.47668,7.14921,Volta,Hohoe,no,0
Ho Teaching Hospital,Hohoe Adabraka Health Centre,0.561887,6,0.47404,7.16429,Volta,Hohoe,no,0
Ho Teaching Hospital,Hohoe Municipal Hospital,0.554941,4,0.47194,7.1573,Volta,Hohoe,yes,0
Wa Regional Hospital,Holomuni Health Centre,0.759414,6,-1.77969,9.91628,Upper West,Wa East,no,0
Sunyani Regional Hospital,Holy Family (Berekum) Hospital,0.289878,4,-2.58649,7.44455,Bono,Berekum,yes,0
REGIONAL HOSPITA KOFORIDUA,Holy Family (Kwahu West) District Hospital,0.685457,4,-0.77357,6.54742,Eastern,Kwahu West,yes,0
Ho Teaching Hospital,Holy Rosary Health Centre,0.641733,6,0.02793,7.0535,Eastern,Kwahu Afram Plains North,no,0
REGIONAL HOSPITA KOFORIDUA,Holy Spirit Health Centre,0.958183,6,-0.486497,7.02698,Eastern,Kwahu Afram Plains South,no,0
Ridge Hospital,Holy Trinity Hospital,0.0439506,5,-0.235231,5.58678,Greater Accra,Accra Metro,yes,0
Effia Nkwanta Regional Hospital,Holychild  Hospital,0.0193162,6,-1.7548,4.94061,Western,Sekondi-Takoradi,no,0
Ridge Hospital,Hope Christian Hospital,0.307633,5,-0.47718,5.43123,Central,Gomoa East,no,0
REGIONAL HOSPITA KOFORIDUA,Huhunya Health Centre,0.101781,6,-0.18333,6.16667,Eastern,Yilo-Krobo,no,0
Effia Nkwanta Regional Hospital,Huni Valley Health Centre,0.56908,6,-1.91667,5.46667,Western,Prestea-Huni Valley,no,0
Komfo Anokye Teaching Hospital,Hweehwee CHPS,0.812097,7,-0.81728,6.71609,Eastern,Kwahu East,no,0
Goaso Municipal Hospital,Hwidiem St Elizabeth Hospital,0.20367,4,-2.35839,6.93244,Ahafo,Asutifi South,yes,0
Effia Nkwanta Regional Hospital,Iduapriem Health Centre,0.472978,6,-2.0905,5.24676,Western,Tarkwa-Nsuaem,no,0
Sefwi Wiawso Hospital,Imbraim CHPS,0.820412,7,-1.77016,5.81372,Central,Upper Denkyira East,no,0
Effia Nkwanta Regional Hospital,Inchaban CHPS,0.0982929,7,-1.67852,4.99708,Western,Shama,no,0
Ridge Hospital,International Health Care Centre,0.109956,7,-0.20363,5.67203,Greater Accra,Ga East,no,0
Ridge Hospital,Iran Clinic,0.013631,7,-0.21133,5.56757,Greater Accra,Korle-Klottey,no,0
Wa Regional Hospital,Islamic Hospital,0.00848924,5,-2.51439,10.0803,Upper West,Wa Municipal,no,0
Wa Regional Hospital,Issa Polyclinic,0.353664,6,-2.32807,10.3842,Upper West,Daffiama-Bussie-Issa,no,0
Bolgatanga Regional Hospital,Jadema Health Centre,0.568995,4,-1.1656,10.3264,North East,Mamprugu-Moagduri,no,0
Cape Coast Teaching Hospital,Jakai Health Centre,0.302816,6,-1.20075,5.40376,Central,Assin South,no,0
Cape Coast Teaching Hospital,Jamra CHPS,0.587228,7,-1.01222,5.64444,Central,Asikuma-Odoben-Brakwa,no,0
Cape Coast Teaching Hospital,Jamra Polyclinic,0.575262,5,-1.01667,5.63333,Central,Asikuma-Odoben-Brakwa,no,0
Tamale Teaching Hospital,Janga Polyclinic,0.64936,5,-0.97166,10.0254,North East,West Mamprusi,no,0
Sefwi Wiawso Hospital,Japa CHPS,0.595307,7,-2.01698,5.84833,Western,Wassa Amenfi East,no,0
Dambai Health Centre,Jasikan District Hospital,0.718882,4,0.46421,7.40142,Oti,Jasikan,no,0
Wa Regional Hospital,Jeffisi Health Centre,0.727994,6,-2.26815,10.7701,Upper West,Sissala West,no,0
