 row no., facName, population, binInc , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10  
401,Kojo Ashong Community Clinic,108961, 16.6, 0.499891, 0, 0, 0, 0, 0, 0, 0.495205, 0.00267045, 0.0026704
402,Kotoku Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
403,Mayera Faase Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
404,Oduman Polyclinic,59793, 0.1, 1.00028, 0, 0, 0, 0, 0, 0, 0, 0, 0
405,Adabraka Polyclinic,220211, 0.1, 1.00017, 0, 0, 0, 0, 0, 0, 0, 0, 0
406,Civil Service Clinic,225997, 0.1, 1.00017, 0, 0, 0, 0, 0, 0, 0, 0, 0
407,Iran Clinic,218694, 0.1, 1.00016, 0, 0, 0, 0, 0, 0, 0, 0, 0
408,Ridge Regional Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
409,Osu Trust Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
410,1 Medical Reception Station(1MRS),0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
411,Kpone Polyclinic,16254, 0.1, 1.00071, 0, 0, 0, 0, 0, 0, 0, 0, 0
412,Oyibi Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
413,Zenu Health Centre,62090, 0.1, 1.0005, 0, 0, 0, 0, 0, 0, 0, 0, 0
414,Christian Medical Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
415,LEKMA Polyclinic,84783, 0.1, 1.00044, 0, 0, 0, 0, 0, 0, 0, 0, 0
416,Accra Police Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
417,La General Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
418,Danfa Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419,Madina Polyclinic (Kekele),0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
420,Madina Polyclinic (Rawlings Circle),200315, 0.1, 1.00019, 0, 0, 0, 0, 0, 0, 0, 0, 0
421,Pantang Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
422,Pentecost Hospital,178813, 0.1, 1.00022, 0, 0, 0, 0, 0, 0, 0, 0, 0
423,LEKMA Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
424,Manna Mission Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
425,Lekpongunor CHPS,13568, 14.7, 0.0338389, 0, 0, 0, 0, 0, 0, 0, 0.523774, 0.445584
426,Nyigbenya CHPS,21645, 13, 0.171389, 0, 0, 0, 0, 0, 0.193199, 0.590896, 0.0254524, 0.0212099
427,Old Ningo Health Centre,13999, 11.7, 0, 0, 0, 0, 0, 0, 0.30182, 0.615557, 0.0524722, 0.0327944
428,Prampram Polyclinic,10320, 8.7, 0.492895, 0, 0, 0, 0, 0, 0, 0, 0, 0.508565
429,Achimota Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
430,Ark Clinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
431,Lapaz Community Hopital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
432,Shai Osudoku Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
433,Manhean Polyclinic,55998, 2.1, 0, 0, 0, 0, 0, 0.521266, 0, 0, 0, 0.479136
434,Tema General Hospital,42894, 0.1, 1.00049, 0, 0, 0, 0, 0, 0, 0, 0, 0
435,Tema Polyclinic,36939, 0.1, 1.00041, 0, 0, 0, 0, 0, 0, 0, 0, 0
436,Mallam Demonstration Clinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
437,Oblogo Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
438,Weija-Gbawe Municipal Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
439,Binde  Hospital,21836, 34.9, 0.0264254, 0.112309, 0.171766, 0.112378, 0.166854, 0.127104, 0.0934459, 0.0796, 0.0660552, 0.0462348
440,Bunkpurugu Health Centre,94083, 40.6, 0.04754, 0.145616, 0.131793, 0.134304, 0.157159, 0.128777, 0.10193, 0.0776306, 0.0540393, 0.024724
441,Chereponi Government Hospital,94319, 53.4, 0.0237221, 0.0690609, 0.110052, 0.140994, 0.15813, 0.169824, 0.161606, 0.0902531, 0.0585003, 0.0217616
442,Baptist Hospital,213379, 41.5, 0.0151822, 0.0464594, 0.0797191, 0.117634, 0.156972, 0.158431, 0.172665, 0.134291, 0.0873898, 0.0353719
443,Loagri CHPS,164687, 55.1, 0.0197635, 0.0690275, 0.126167, 0.190655, 0.216585, 0.21308, 0.124042, 0.0308729, 0.0153399, 0.00364024
444,Fame (yiezesi) Health Centre,61635, 54.2, 0.0580835, 0.175228, 0.240835, 0.206486, 0.106649, 0.0713669, 0.0528925, 0.0490859, 0.0378977, 0.0208097
445,Kubori Health Centre,44254, 38.2, 0.022978, 0.0899147, 0.170607, 0.21326, 0.200564, 0.186817, 0.058348, 0.0344017, 0.0205904, 0.014575
446,Kunkwa Health Centre,59864, 44, 0.00737914, 0.0463076, 0.11023, 0.150453, 0.199389, 0.229986, 0.14091, 0.0698233, 0.0398589, 0.0105996
447,Walewale District Hospital,49351, 43.3, 0.0143248, 0.0322308, 0.0562631, 0.0761028, 0.102873, 0.146817, 0.204145, 0.201289, 0.138755, 0.0318455
448,Yunyoo Health Centre,76999, 53.8, 0.0693382, 0.149922, 0.159304, 0.235427, 0.173926, 0.118706, 0.0590618, 0.0149498, 0.0124297, 0.0100706
449,Gushiegu District Hospital,73558, 40.3, 0.0256749, 0.0849231, 0.138037, 0.154925, 0.130166, 0.09756, 0.122209, 0.0995219, 0.11204, 0.0432426
450,Karaga District Hospital,94938, 41.3, 0.015269, 0.0486015, 0.085429, 0.0955271, 0.109635, 0.140451, 0.133627, 0.153043, 0.161185, 0.068805
451,Bladjai EP Clinic,34251, 26.8, 0.0290891, 0.0924768, 0.15899, 0.191281, 0.153145, 0.141287, 0.0972919, 0.0545512, 0.0570759, 0.0326861
452,ECG Hospital,12735, 19.6, 0.0512754, 0.133316, 0.189715, 0.169374, 0.0762183, 0.0776816, 0.087998, 0.0772856, 0.0840541, 0.05819
453,Fame Health Centre Kumdi,54908, 42.9, 0.0535173, 0.167824, 0.210893, 0.220429, 0.140926, 0.0913823, 0.0594861, 0.0380734, 0.0168896, 0.00841582
454,Kpandai  District Hospital,4095, 11.5, 0.0159465, 0.111625, 0.111627, 0.143523, 0.143524, 0.111638, 0.111642, 0.0956959, 0.0956985, 0.0638006
455,Oti River Health Centre,12702, 13.2, 0.0257056, 0.0771166, 0.128528, 0.143951, 0.1748, 0.1748, 0.133673, 0.077139, 0.0424746, 0.0266254
456,Kings Medical Centre,19461, 54.1, 0.0154078, 0.0500758, 0.08667, 0.0997989, 0.0992384, 0.150933, 0.157929, 0.185256, 0.138549, 0.0288928
457,Jimle Health Centre,72223, 30.4, 0.0182782, 0.0513522, 0.0966095, 0.14423, 0.163321, 0.189912, 0.163882, 0.119147, 0.0532122, 0.00986793
458,Kukpalgu Health Centre,67029, 56, 0.0181464, 0.0674399, 0.127199, 0.149149, 0.195607, 0.139447, 0.102759, 0.0936292, 0.0540683, 0.0615675
459,Nanton Health Centre,22636, 25.6, 0.00848795, 0.0254638, 0.0551712, 0.0933658, 0.110347, 0.11885, 0.113436, 0.148038, 0.232902, 0.0951451
460,Tampion Health Center,24100, 29.7, 0.0239146, 0.0478289, 0.111601, 0.149469, 0.168563, 0.130441, 0.137082, 0.131666, 0.0840543, 0.0201468
461,Bimbilla  District Hospital,76594, 37.5, 0.0358544, 0.123405, 0.19095, 0.153537, 0.149614, 0.15723, 0.118432, 0.0453031, 0.0289174, 0.00956225
462,St. Joseph Clinic & Mat Home - Chamba,17552, 26.5, 0.0618882, 0.134698, 0.236632, 0.27897, 0.140185, 0.0587696, 0.0327634, 0.0254825, 0.0254823, 0.0182016
463,Lungni Health Centre,26274, 20.7, 0.051038, 0.141021, 0.212262, 0.157362, 0.151308, 0.126856, 0.0689747, 0.0397981, 0.0339147, 0.0232334
464,Wulensi Polyclinic,51768, 29.3, 0.0478449, 0.131649, 0.16116, 0.140358, 0.124332, 0.117082, 0.115017, 0.0757104, 0.0529964, 0.0402658
465,Assemblies of God Hospital,37921, 30.4, 0.0118356, 0.0551709, 0.105126, 0.165239, 0.205371, 0.188335, 0.122269, 0.0782461, 0.0598567, 0.0223607
466,Choggu Health Centre,21483, 35, 0.0767585, 0.230283, 0.127935, 0.127935, 0.127937, 0.0767612, 0.100137, 0.0662857, 0.0549684, 0.0123658
467,Habana Hospital,116439, 31.4, 0.222673, 0.174696, 0.130243, 0.108929, 0.10581, 0.110909, 0.0667847, 0.0412651, 0.0342954, 0.00568692
468,St Lucy Polyclinic,44090, 33.1, 0.0289603, 0.0724014, 0.108602, 0.118734, 0.130201, 0.167395, 0.160642, 0.110599, 0.0868212, 0.0285307
469,Savelugu District Hospital,53075, 42.3, 0.0180965, 0.063237, 0.124412, 0.134983, 0.117625, 0.11892, 0.140999, 0.136447, 0.124408, 0.0235045
470,Tamale Central Hospital,1647, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00129
471,Tamale SDA Hospital,549, 0.1, 1.0013, 0, 0, 0, 0, 0, 0, 0, 0, 0
472,Tamale Teaching Hospital,4392, 8.5, 0, 0, 0.375482, 0, 0, 0.125166, 0.125163, 0.125166, 0.12517, 0.125163
473,Tamale West Hospital,2191, 9.1, 0.250897, 0, 0, 0.25089, 0, 0, 0.250292, 0, 0, 0.248887
474,Tatale District Hospital - Tatale,134159, 33.6, 0.0131215, 0.0372394, 0.114303, 0.160931, 0.15637, 0.186209, 0.152677, 0.123726, 0.0564165, 0.00181816
475,UDS Clinic,74331, 58.3, 0.0665649, 0.214489, 0.185799, 0.18502, 0.144934, 0.0956044, 0.0574001, 0.024299, 0.0196617, 0.0087614
476,Yendi District Hospital,84596, 43.6, 0.0111451, 0.0624119, 0.0980793, 0.150091, 0.19992, 0.2448, 0.146032, 0.0655264, 0.0264468, 0.00828714
477,Zabzugu District Hospital,119189, 52.9, 0.0364459, 0.120857, 0.212688, 0.285293, 0.213764, 0.0763788, 0.0118698, 0.0102487, 0.0241213, 0.0129285
478,Comfort Ofedie Memorial (Nkonya Ahenkro) Health Centre,68116, 50, 0.0851141, 0.366652, 0.211802, 0.15401, 0.137698, 0.034693, 0.0143589, 0, 0, 0.000138686
479,Worawora Hospital,33925, 48.2, 0.0866044, 0.244705, 0.273048, 0.200675, 0.173435, 0.0277467, 0.000918002, 0.000189319, 0.00116326, 0.00044428
480,Jasikan District Hospital,33170, 32.9, 0.0333469, 0.122825, 0.219244, 0.206147, 0.171929, 0.0932892, 0.0582147, 0.0507078, 0.0394403, 0.0112686
481,Kadjebi Health Centre,23519, 27.2, 0.0559912, 0.141199, 0.194754, 0.168248, 0.155519, 0.119528, 0.073134, 0.0533185, 0.0285469, 0.0182533
482,St. Mary Theresa Hospital,32268, 26.3, 0.0326318, 0.0870184, 0.138686, 0.190355, 0.201289, 0.173019, 0.0987641, 0.0401651, 0.0244759, 0.0218523
483,Dambai Health Certre,64111, 31.9, 0.0399038, 0.102991, 0.143038, 0.146999, 0.167012, 0.158565, 0.141256, 0.083161, 0.019612, 0.00637888
484,Dormabin Health Centre,53299, 37.4, 0.0703128, 0.148672, 0.202623, 0.194705, 0.146761, 0.103196, 0.080366, 0.047958, 0.00974544, 0.00203145
485,Katanga (krachi East) Health Centre,46819, 52.2, 0.120932, 0.227434, 0.135396, 0.0960231, 0.112364, 0.0854601, 0.105095, 0.0928422, 0.0322253, 0.000510184
486,Tokoruanu Health Centre,11238, 39.4, 0.300118, 0.394393, 0.169252, 0.0615702, 0.0278383, 0.00334197, 0.00488502, 0.00585144, 0.0192072, 0.0207837
487,Banda Health Centre,20248, 21.6, 0.06326, 0.182254, 0.180903, 0.2013, 0.164734, 0.0838796, 0.0580733, 0.0290372, 0.0225847, 0.0193586
488,Borae Health Centre,49196, 29.1, 0.0400699, 0.128225, 0.13825, 0.135502, 0.142674, 0.151682, 0.146096, 0.0925731, 0.0289184, 0.0021523
489,Chinderi Health Center,21431, 40.4, 0.160982, 0.298978, 0.204729, 0.157983, 0.0795117, 0.0181822, 0.0660529, 0.0173495, 0.00350915, 0.00167755
490,Grubi Health Centre,26012, 53.3, 0.235158, 0.278321, 0.134764, 0.103668, 0.0969802, 0.0478164, 0.0149686, 0.0478255, 0.037666, 0.0100502
491,St Luke Clinic,1862, 6.7, 0.052936, 0.052936, 0.10587, 0.158805, 0.10587, 0.0529348, 0.158805, 0.10587, 0.0529348, 0.158805
492,Krachi West District Hospital,28294, 43.9, 0.0143169, 0.0518204, 0.121237, 0.223625, 0.236275, 0.197785, 0.0590186, 0.0382233, 0.0636074, 0.00289994
493,Kpassa Health Centre,93487, 35, 0.0257475, 0.0702022, 0.119732, 0.160483, 0.188561, 0.17945, 0.133756, 0.0988543, 0.0251388, 0.00553446
494,Nkwanta Municipal Hospital,55564, 34, 0.0236529, 0.0709571, 0.106871, 0.153299, 0.180046, 0.180546, 0.152549, 0.101055, 0.0364296, 0.00852398
495,Nkwanta St. Josephs Hospital,7307, 16.9, 0.0266471, 0.0532956, 0.0799448, 0.0999337, 0.126587, 0.166562, 0.180834, 0.167156, 0.0980213, 0.0148075
496,Bamboi Health Centre,35080, 43.8, 0.0350957, 0.149467, 0.263992, 0.255736, 0.151136, 0.0725086, 0.0456345, 0.0305007, 0.0200951, 0.0086138
497,Bole District Hospital,40824, 43.4, 0.0203841, 0.0689157, 0.119779, 0.149709, 0.157635, 0.159597, 0.151316, 0.116554, 0.0689915, 0.0248773
498,Tinga Health Centre,52309, 48.6, 0.0178832, 0.0531158, 0.0838101, 0.113969, 0.153996, 0.193095, 0.191342, 0.153043, 0.0672244, 0.0282042
499,Buipe Polyclinic,94863, 62.2, 0.015265, 0.0437226, 0.0726828, 0.101943, 0.133549, 0.160948, 0.18658, 0.157792, 0.101601, 0.0419677
500,Central Gonja District Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
501,Holistic Medicare,7805, 43, 0.0216687, 0.0603595, 0.103688, 0.14701, 0.190327, 0.22745, 0.140793, 0.0541412, 0.0365269, 0.0267246
502,Salaga District Hospital,93175, 60.7, 0.0332091, 0.12855, 0.19605, 0.258507, 0.152691, 0.0917036, 0.052511, 0.0326512, 0.0431964, 0.0289618
503,Daboya Health Centre,72857, 59.8, 0.0101524, 0.0403615, 0.0642315, 0.0999794, 0.15836, 0.222355, 0.175971, 0.140398, 0.0931845, 0.0205785
504,Lingbinsi Health Centre,12853, 47.1, 0.0153068, 0.0459237, 0.0747441, 0.101767, 0.127894, 0.154058, 0.181222, 0.194867, 0.122915, 0.0333812
505,Kpalbe Health Centre,93111, 60, 0.0293953, 0.106921, 0.172315, 0.216633, 0.20119, 0.166331, 0.0414933, 0.0350109, 0.03125, 0.0184127
506,Good Shepherd Health Centre,45979, 56.8, 0.035118, 0.101846, 0.147499, 0.142468, 0.145933, 0.120297, 0.0952254, 0.0973804, 0.0883865, 0.0309336
507,Sawla-Tuna_Kalba District Hospital,32550, 44.6, 0.0397109, 0.124097, 0.194194, 0.188588, 0.137702, 0.110115, 0.0986737, 0.0761868, 0.0372255, 0.00640251
508,St. Anne's Hospital,46361, 52.3, 0.0187743, 0.0577701, 0.101883, 0.139016, 0.1739, 0.183128, 0.190932, 0.105367, 0.0438368, 0.0206374
509,Bawku Presby Hospital,33477, 25.4, 0.014013, 0.042039, 0.0630584, 0.0840779, 0.0630584, 0.105097, 0.303404, 0.140126, 0.145429, 0.0420463
510,Timonde Health Centre,39608, 38.9, 0.0124805, 0.0400002, 0.083929, 0.155908, 0.147845, 0.194273, 0.118094, 0.121, 0.0850674, 0.0451657
511,Zebilla Hospital,20874, 35.9, 0.0238509, 0.0381615, 0.114484, 0.104906, 0.138333, 0.137936, 0.154675, 0.155714, 0.0969476, 0.0406678
512,Binduri Health Centre,49339, 41.3, 0.0231197, 0.080845, 0.142667, 0.190155, 0.228271, 0.128415, 0.104643, 0.0475729, 0.0333037, 0.0237898
513,Zuarungu Health Centre,11432, 23.9, 0.035864, 0.0994703, 0.148992, 0.141459, 0.172789, 0.136097, 0.073733, 0.11086, 0.0415547, 0.0415547
514,Regional Hospital Bolgatanga,3841, 6.9, 0, 0, 0, 0.334445, 0, 0.0836126, 0, 0.333471, 0.0836101, 0.165681
515,Sherigu Health Centre,67333, 42.3, 0.0333916, 0.0667832, 0.114488, 0.176201, 0.174632, 0.10393, 0.104599, 0.115748, 0.0770118, 0.0361408
516,Sumbrungu Health Centre,24522, 32.7, 0.0654793, 0.117863, 0.17013, 0.156692, 0.155385, 0.11506, 0.0625361, 0.0671917, 0.0671922, 0.0244311
517,Anafobisi Health Centre,7347, 13.3, 0.0323274, 0.0646548, 0.0646567, 0.129273, 0.0969821, 0.0646548, 0.129302, 0.129301, 0.129298, 0.161626
518,Bongo Hospital,8726, 38.6, 0.0544355, 0.108868, 0.163299, 0.108869, 0.0816518, 0.108874, 0.131698, 0.113742, 0.0389895, 0.0921711
519,Bongo Soe Health Centre,26466, 38.6, 0.0538349, 0.0986844, 0.142327, 0.122396, 0.0768346, 0.0623853, 0.0895725, 0.113559, 0.137847, 0.104926
520,Dua  Health Centre,1646, 17.8, 0.144295, 0.144215, 0, 0.136547, 0, 0.144295, 0.144295, 0, 0.144295, 0.144296
521,Namoo Health Centre,9694, 37.7, 0.121832, 0.290988, 0.330263, 0.0839678, 0.0146227, 0, 0.0443559, 0.049112, 0.0334315, 0.0336521
522,Vea Health Centre,7542, 22.4, 0.0314953, 0.217653, 0.141166, 0.199714, 0.197645, 0.0956181, 0.058865, 0, 0.0403808, 0.0198588
523,Zorko Health Centre (New),21415, 36.6, 0.044204, 0.115086, 0.138176, 0.147098, 0.0978492, 0.110935, 0.104988, 0.0980994, 0.105065, 0.0422197
524,Sandema Hospital,12947, 40.3, 0.0161312, 0.0645247, 0.104855, 0.137113, 0.145173, 0.149412, 0.107998, 0.0608086, 0.0931939, 0.12501
525,St. Lucas Hospital,18533, 41.9, 0.0136796, 0.0591339, 0.0789027, 0.0873611, 0.0845445, 0.0704562, 0.123276, 0.16399, 0.249399, 0.0740272
526,Fumbisi Health Centre,10531, 37.8, 0.0297747, 0.0744372, 0.104213, 0.133992, 0.188597, 0.255816, 0.0942839, 0.0496163, 0.0396907, 0.0347287
527, Presbyterian Health Centre - Garu,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
528,War Memorial Hospital,33998, 40.5, 0.0264324, 0.0660808, 0.114405, 0.144855, 0.154222, 0.133484, 0.145588, 0.134316, 0.0526012, 0.0331646
529,Chiana Health Centre,35725, 44.5, 0.0114205, 0.0513923, 0.0798566, 0.112847, 0.139348, 0.165174, 0.1748, 0.126736, 0.0914762, 0.0542261
530,Paga Hospital,22783, 43.7, 0.0179009, 0.0957853, 0.110988, 0.130755, 0.198995, 0.109435, 0.153212, 0.12454, 0.042238, 0.0222495
531,Immaculate Conception Health Centre - Kongo,25416, 36.1, 0.0161716, 0.0546251, 0.0816074, 0.124378, 0.0997055, 0.15232, 0.174229, 0.152383, 0.116667, 0.0329928
532,Pelungu Health Centre,2958, 16.3, 0.0347414, 0.138965, 0.243195, 0.104225, 0.104226, 0.0694827, 0.104226, 0.0694848, 0.0694826, 0.0694817
533,Kulungungu Health Centre,1611, 0.1, 1.00206, 0, 0, 0, 0, 0, 0, 0, 0, 0
534,Pusiga Health Centre,32861, 37.9, 0.0291578, 0.0825438, 0.20957, 0.152202, 0.19983, 0.16123, 0.076984, 0.028472, 0.0383491, 0.0238735
535,Datoku Health Centre,6790, 16.8, 0, 0.203439, 0.291897, 0.170435, 0.215125, 0.0311059, 0.030325, 0.0151374, 0.015137, 0.0302739
536,Duusi Health Centre,37015, 33.9, 0.0249898, 0.0888566, 0.141624, 0.199955, 0.158316, 0.136114, 0.108345, 0.0805707, 0.0589066, 0.010096
537,Talensi District Hospital,34437, 40, 0.0179101, 0.0806002, 0.16121, 0.191726, 0.120336, 0.170296, 0.106821, 0.0756932, 0.0614338, 0.0212046
538,Winkongo Health Centre,78243, 42.2, 0.0287213, 0.103927, 0.155985, 0.25311, 0.153302, 0.113715, 0.106465, 0.0573007, 0.0251645, 0.00508035
539,Basyonde Health Centre,25944, 35.4, 0.0238186, 0.0833652, 0.176979, 0.166362, 0.160835, 0.153609, 0.0901692, 0.0601704, 0.0603489, 0.0271463
540,Bugri Health Centre,32574, 26.3, 0.0120565, 0.037135, 0.0679443, 0.104749, 0.124057, 0.141484, 0.164929, 0.190001, 0.131672, 0.0288139
541,Kpikpira CHPS,19603, 24.4, 0.0157717, 0.0788581, 0.167869, 0.196276, 0.153692, 0.157567, 0.125807, 0.0617482, 0.0306278, 0.015012
542,Presbyterian Health Centre - Woriyanga,16956, 22.7, 0.00911402, 0.0729121, 0.036456, 0.118483, 0.107527, 0.240017, 0.140539, 0.196071, 0.0455678, 0.0364577
543,Bussie Health Centre,25839, 23.6, 0.0261988, 0.0977231, 0.152709, 0.20683, 0.20928, 0.16228, 0.0766093, 0.0525634, 0.0153028, 0.00849738
544,Daffiama Health Centre,8454, 13.7, 0.0228522, 0.0729378, 0.127531, 0.155396, 0.147204, 0.153742, 0.117422, 0.104216, 0.0685813, 0.0457222
545,Fian Health Centre,7068, 13, 0.0273366, 0.0765424, 0.0984117, 0.191356, 0.174955, 0.131223, 0.103899, 0.0929658, 0.0765628, 0.0437508
546,Issa Polyclinic,15006, 21.4, 0.0360529, 0.0978578, 0.136485, 0.139061, 0.139064, 0.151939, 0.121028, 0.108214, 0.0641515, 0.0230315
547,Kojokperi Health Centre,26426, 26.5, 0.0307111, 0.0745846, 0.121383, 0.125772, 0.162335, 0.168393, 0.145094, 0.0881391, 0.0700911, 0.0322349
548,Hain Polyclinic,59355, 29.7, 0.034728, 0.101064, 0.153666, 0.187276, 0.185316, 0.165279, 0.0840006, 0.0546358, 0.0327293, 0.0075112
549,Jirapa Urban Health Centre,9594, 13, 0.0343932, 0.0773828, 0.0859791, 0.146164, 0.146166, 0.137567, 0.137569, 0.137568, 0.0601838, 0.042987
550,St. Joseph's Hospital,12833, 12.1, 0.0257136, 0.0321425, 0.0707152, 0.0835749, 0.109292, 0.122153, 0.160723, 0.151234, 0.145668, 0.105021
551,Tizza Health centre,27564, 18.6, 0.0233684, 0.09461, 0.104741, 0.116868, 0.10423, 0.111663, 0.136878, 0.130914, 0.124167, 0.0579453
552,Hamile Health Centre,24278, 30.1, 0.083087, 0.194666, 0.300327, 0.179658, 0.106384, 0.0528638, 0.0293736, 0.027041, 0.0155657, 0.0176801
553,Lambussie Polyclinic,43708, 22.2, 0.0306882, 0.112447, 0.1179, 0.16233, 0.155744, 0.135187, 0.110098, 0.100477, 0.0521214, 0.024924
554,Babile Polyclinic,19032, 14.3, 0.00635086, 0.0380218, 0.0436922, 0.135841, 0.151975, 0.197983, 0.174633, 0.125232, 0.0549432, 0.0777766
555,Lawra Hospital,34304, 16.5, 0.0140883, 0.10566, 0.168994, 0.207792, 0.207642, 0.144104, 0.0880254, 0.0421128, 0.0176021, 0.0105345
556,St. Martin de Porres Clinic - Eremon,11837, 10.3, 0.040826, 0.061239, 0.081652, 0.132685, 0.163203, 0.172161, 0.138332, 0.0992545, 0.0662595, 0.0507657
557,Ahmadia (Nadowli) Hospital,3822, 13.2, 0.0404704, 0.0910584, 0.141645, 0.192703, 0.163677, 0.104495, 0.0809207, 0.0606884, 0.0708002, 0.0707977
558,Charikpong Health Centre,11287, 18.1, 0.0342399, 0.0753281, 0.130353, 0.184103, 0.186578, 0.189421, 0.155834, 0.0308233, 0.0171209, 0.0102539
559,Jang Health Centre,14649, 18.8, 0.0237556, 0.0744284, 0.14248, 0.161297, 0.170931, 0.183302, 0.110237, 0.0615343, 0.0494306, 0.034836
560,Kaleo Health Centre,5634, 13.2, 0.0205908, 0.0411811, 0.100347, 0.128916, 0.187065, 0.198734, 0.151676, 0.0910167, 0.0579998, 0.0343057
561,Kaleo Health Centre (Immaculate Conception),0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
562,Nadowli District Hospital,8306, 10.9, 0.018611, 0.037222, 0.0884021, 0.097708, 0.130277, 0.176803, 0.172156, 0.120974, 0.121113, 0.0535495
563,Takpo Health Centre,10718, 18.2, 0.0288595, 0.11183, 0.151543, 0.214413, 0.199521, 0.149151, 0.0804223, 0.0321987, 0.0355703, 0.0108696
564,Piiri Health Centre,19718, 12.7, 0.018373, 0.0796159, 0.122486, 0.0979914, 0.177607, 0.153106, 0.140849, 0.121218, 0.0705475, 0.0242108
565,St. Theresa's Hospital - Nandom,8760, 9.7, 0.0137836, 0.110269, 0.206753, 0.137833, 0.110259, 0.110255, 0.0826877, 0.110246, 0.0689012, 0.0551214
566,Kulfuo Health Centre,22688, 37, 0.0236632, 0.0797925, 0.144511, 0.180045, 0.190707, 0.175095, 0.0990817, 0.0631767, 0.0495229, 0.0295615
567,Nabulo Health Centre,16149, 30.9, 0.0270229, 0.0789899, 0.135115, 0.185003, 0.196545, 0.176296, 0.141359, 0.0827146, 0.0153188, 0.00958917
568,Tumu Hospital,30867, 53.1, 0.0426533, 0.146527, 0.302521, 0.180189, 0.0831964, 0.0775237, 0.0850589, 0.0578957, 0.0377551, 0.01759
569,Gwollu Health Centre,8094, 17.5, 0.0145458, 0.0619506, 0.109834, 0.132272, 0.132989, 0.125689, 0.149586, 0.14011, 0.0927079, 0.0520804
570,Gwollu Hospital,10027, 29.9, 0.0506491, 0.164589, 0.133705, 0.151415, 0.151564, 0.0983378, 0.0820747, 0.0695527, 0.0638329, 0.049002
571,Jeffisi Health Centre,15007, 26.2, 0.0232106, 0.0722104, 0.12508, 0.170211, 0.186777, 0.159904, 0.118657, 0.0838515, 0.0567673, 0.0219344
572,Funsi Health Centre,37025, 46.1, 0.0412108, 0.107276, 0.190598, 0.22927, 0.161198, 0.124088, 0.0766948, 0.0550862, 0.032079, 0.012554
573,Charia Health Centre,28742, 25.4, 0.0456523, 0.107558, 0.192308, 0.237684, 0.180779, 0.108018, 0.0409614, 0.0323276, 0.0323284, 0.0341245
574,Islamic Hospital,11298, 14.9, 0.00639552, 0.0758214, 0.156763, 0.178738, 0.176313, 0.140031, 0.12645, 0.0497294, 0.0497333, 0.0447625
575,Upper West Regional Hospital,11224, 13.7, 0.0257526, 0.0708203, 0.102978, 0.0958885, 0.12743, 0.142712, 0.159921, 0.121764, 0.124287, 0.0329059
576,Wa Municipal Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
577,Dorimon Health Centre,16936, 16.1, 0.0232203, 0.0729784, 0.109466, 0.122741, 0.132695, 0.159238, 0.152603, 0.149, 0.058814, 0.022733
578,Gurungu Health Centre,35645, 28.9, 0.0344665, 0.097184, 0.151531, 0.175678, 0.159722, 0.137035, 0.109748, 0.0753109, 0.0490068, 0.0147754
579,Kulkpali Health Centre,10403, 14.7, 0.0323949, 0.0971841, 0.156574, 0.161958, 0.181897, 0.134976, 0.0917832, 0.0540335, 0.0542269, 0.0382799
580,Lassia Tuolu Health Centre,15211, 14, 0.0184782, 0.0628253, 0.0922983, 0.147047, 0.147378, 0.166303, 0.158904, 0.0886846, 0.0849764, 0.0369441
